text,Label
 asal muasal dan pemicu memanasnya pertempuran terbaru palestina-israel: hal-hal yang perlu diketahui untuk memahami asal muasal meningkatnya ketegangan terbaru konflik palestina-israel.  https://,0
" konflik yang ada tak pernah selesai seperti palestina-israel adalah konflik sengaja di pelihara.. karena ""banyak pedagang"" yg ambil untung dgn konflik itu..  ",2
 yak ceramah hari ini diisi dengan materi konflik israel-palestina dan komunis china daratan,2
 ternyata ga semua muslim arab pro ke palestina ya,2
 jadi orang jgn tolol amat lah menyamakan konflik israel palestin dg mayo-mino indonesia. di palestina terjadi kejahatan perang,2
 yang saya amati banyak yang gak paham dipaksakan paham dalam konflik palestina dan israel jadinya malah menimbulkan masalah baru ribut masalah ras agama mino dan mayo haduh   fokus saja se,1
  jangan2 hamas itu kroninya israel. hamas dibutuhkan israel untuk melegitimasi serangan ke palestina. kita tau roket hamas letoy dan gak destruktif. tp dgn adanya roket itu,2
 konflik israel vs palestina ialah pintu perang saudara dan jika terjadi pecah perang,0
 ada aja masyarakat indo yg dukung israel yg jelas-jelas pelaku penindasan.   perang pemikiran on going. belokin konflik israel palestina jadi isu mayoritas minoritas.  hasilnya,2
  serangan roket hamas akan jadi dalih israel lebih keras menggempur. pasukan israel sdh siapkan serangan darat melumpuhkan hamas ke daerah palestina. kekuatan militer israel tdk seban,0
 israel terus melancarkan serangan udara ke jalur gaza di hari perayaan idul fitri. hingga kamis pagi,0
" israel ""menetralisir"" para pemimpin kunci kelompok teroris hamas dan jihad islam yang bertanggung jawab atas serangan teror roket ke israel. intel israel bekerja akurat. teroris palestina pun bingung",0
 justru negara pecahan soviet yang menghimbau.  vladimir putin desak konflik israel dan palestina segera dihentikan,0
 laporan situasi konflik palestina 1. ekstrim kanan yahudi serang wartawan 2. roket israel berhasil hantam 'pabrik' roket &amp; 'pusat kendali' drone hamas 3. pasukan darat israel siap masuk gaza,0
 konflik palestina-israel itu gampang banget solusinya.  hapus negara palestina dan israel,2
 konflik palestina-israel itu gampang banget solusinya.  hapus negara palestina dan israel,2
 aing teh sebenernya udah berjanji sama diri sendiri gak akan bahas hal2 yg serius lagi di twitter apalagi tentang konflik israel-palestina,2
 asal mula konflik tanah yang eskalasinya makin besar sampai berbalas roket antara israel dan palestina. ternyata pertikaian swasta tapi dibawa ke ranah politik dan etnis.   ,0
  konflik india-pakistan-bangladesh ada karena inggris ngaco gambar peta. misahin dua wilayah negara itu tapi asal-asalan.  konflik israel-palestina juga sama wkwk,2
  itu narasi yg dipropagandakan israel untuk menyederhanakan penjajahan mereka sbg konflik hamas vs israel.. palestina bukan sekedar hamas,0
 salah satu yg paling bagus dalam menjelaskan konflik israel-palestina. duaduanya ada benarnya dan ada salahnya   ,0
 menyimak konflik palestina di grup fb ya gak akan mendapatkan apa2. ada postingan kota di israel rusuh malah bersyukur. pdhl yang terjadi warga arab dan palestina sedang dikeroyok,1
 hadist yang menjelaskan soal tak akan terjadi kiamat sebelum muslim memerangi yahudi kok malah dikait - kaitkan sama konflik israel palestina? ini tafsir sotoy dari mana dah?,2
 jangan-jangan isu palestina juga dimanfaatkan para politisi lokal untuk mendongkrak elektabilitas dan dukungan rakyat setempat dengan memelintir isu tersebut menjadi sentimen keagamaan,2
 mangga d simak utk pengidola. pres erdogan simple sih sebenarnya konflik israel palestina bs cepat kelar kalo negara2 d timteng bersatu,2
 sampai kapan pun konflik di  palestina - israel gak ada yang bisa menengahi / damai kan.   keyakinan keagamaan gak bisa dipungkiri   me   ,0
 kenapa ya gue selama ini mikir kalo yang terjadi di palestina itu konflik agama? waktu baca lebih dalam kok ternyata bukan,0
 kok konflik ?? bedakan dong konflik dengan penjajahan,0
 kenapa makin kesini isu israel vs palestina seolah olah kita mendukung untuk palestina bisa berperang dengan israel ? perang bukan jawaban atas konflik disana karna tetap akan memakan korban,2
 itulah yang sering aku ketahui gak semua di israel beragama yahudi. dan gak semua dari palestina itu muslim. zionis adalah pemerintahan. muslim israel menyerang palestina ada,0
 aku berusaha melihat konflik palestina sama israel secara objektif,0
 orang palestina juga ada yg memeluk kepercayaan yahudi,1
 terkadang kepikirian juga... kenapa negara arab yg selalu kita puji diam seribu bahasa saat konflik israel -palestina? malah negara iran syiah yg membela mati2an palestina? dimana syiah di negeri ini t,0
     melihat israel palestina ga heran orang meninggalkan agama,2
 antek2 yahudi sok bijak posting photo2 tentara israel mendorong kursi roda warga arab  penyebab konflik palestina - israel adalah karena israel menyerobot,2
 antek2 yahudi sok bijak posting photo2 tentara israel mendorong kursi roda warga arab  penyebab konflik palestina - israel adalah karena israel menyerobot,2
 memetakan konflik palestina dan israel tak sekedar framing dari media (islam vs yahudi) semata melainkan betul-betul melihat apa yang terjadi di lapangan,0
 terus buat apa sih dibuat seakan-akan palestina vs israel ini sebuah konflik agama? ya tentu untuk menutupi apa yang sebenernya terjadi. fakta.,2
 menjadikan konflik tersebut sebuah konflik antar-agama membuat hak palestina atas kebebasan,2
 intinya dibuat seakan-akan konflik antar-agama utk mengalihkan perhatian dari fakta bahwa israel adalah sebuah koloni yang menduduki palestina,0
    intinya yg nyerang duluan kan warga palestina trs lari masuk ke dl masjid utk playing victim israel menyerang masjid. padahal d dalam masjid udh tersedia batu dan al,2
 yang parah dari twit-twit konflik israel dan palestina di indonesia adalah dibawa-bawa ke ranah keributan kekubuan di indonesia. adakah nalar yang lebih rusak dari itu sebelumnya di indonesia? en den.,0
" mulai muncul nih orang2 yg sok sokan bela israel dan juga kampanye ""israel vs palestina bukan konflik agama"" seakan2 org yg ngebela palestina berdasar agama salah ",2
" ""israel-palestina bukan konflik agama...""  lapis pertama propaganda musuh adalah mengaburkan dan sebisa mungkin menghilangkan alasan kita untuk melawan mereka. jika mereka berhasil",0
"  tanya jawab tentang penjajahan israel di palestina  ""ini bukan konflik agama"" israel (dan zsm) berusaha membawa-bawa isu agama untuk menutupi fakta sesungguhnya: penjajahan dan settler",0
 perang antara israel dengan palestina itu adalah peperangan yang tidak seimbang. lalu ada orang yang dengan keji menginsinuasi bahwa kalau ada pejuang palestina yang berbisnis dan kaya maka dia dia,0
  tapi kalo nga suka hamas pasti nanti dibilang ga dukung palestina/ pendukung israel. padahal ya emg liat aja contoh skrg serangan hamas ke israel sia2 karena iron dome,0
  sudut pandangnya keliru. muslim sendiri yg lebih dulu menjadikan yahudi dan kristen sbg kelompok yg memusuhi mereka berd alquran. konflik politik israel palestina lalu dijadikan konflik,0
 entah kenapa saya melihat keberlangsungan konflik palestina-israel sebenarnya sebagai usaha mencegah terjadinya kiamat. karena prediksinya kiamat justru tiba setelah konflik disana selesai. dan yang,2
 sok banget ikutan peduli dan ambil pusing soal konflik israel dan palestina. tetangga kalian sedang kesusahan dan kelaparan aja kalian cuek. peduli sama yang jauh. sama yang dekat gak peduli. biji p,2
 gw ampe skrg gak paham ama motif konflik israel ama palestina yg era skrg...   bahkan masih terjebak dengan perbedaan antara hizbullah dengan hamas....   butuh bacaan yg bener2 melihat dari sudut p,0
 diplomasi untuk palestina dan israel bagai berharap buah apel yang bisa dipetik dari pohon belimbing,0
 kalo gue beropini tentang kerusuhan di palestina dan israel tetapi dengan pandangan yg berbeda dari khalayak ramai akan dihujat orang ga ya?  agaknya akhir2 ini issuenya meresahkan ya bund..,0
  hamas dan israel itu simbiosis mutualisme..,0
  semoga kedua negara bisa hidup damai rukun dan berdampingan.   semoga palestina dan israel sama sama mendapatkan kemerdekaan nya.  karena sesuai dengan uud 1945 bahwa kemerdekaan i,1
 cina mana???? kaum polo dengkul jiwa zionis yg menghamba ke cino dan israel laknatulloh,2
 oang-orang koplok di negeri ini sedang menggoreng pertikaian palestina dan israel,2
   ya makanya pbb mau menengahi masalah ini diusulkannya solusi yaitu 2 negara disitu. palestina dan israel. tp fatah mau tp hamas nolak. dan justru hamas maunya death to all je,0
 rame bgt yg bahas palestina dan israel dan mengutuk ada yg membela.  eh ujung2nya buat donasi!  nyampe gak tuh donasi?,2
    ya tolol lah lu bilang alhamdulillah ketika rudal sanggup menghantam israel,2
 memberikan dukungan bukan hanya menguntungkan sepihak. tapi kita sebagai orang yang percaya akan tuhan,1
 konflik palestina-israel di akar rumput mungkin bukan berbasis agama dan ras. banyak rakyatnya yang mengatakan demikian  tapi gw percaya kedua identitas primordial itu jadi basis terbesar dalam konfli,0
  hamas salah satu penyebab komplik palestina dan israel ,2
  anda itu tinggal di indonesia.  emang anda tau permasalahan palestina dan israel ?  jelaskan.  emang anda tau yg mana benar/salah ? jelaskan.  prediksi saya ini hanya jebakan unt,0
  sementara pemimpin hamas menikmati kehidupan mewah. rakyat palestina jadi korban akibat bom hamas dan israel. tp yg tertanam selalu masalah agama.,0
  karena yang dibutuhkan dunia adalah opini bahwa palestina merdeka dengan ibukota yerusalem,1
 konflik palestina vs israel bukan perang agama. di negara kita hal ini dijadikan isu dimana titik didihnya islam vs yahudi,2
 konflik palestina vs israel memang konflik lama yang baru adalah hari-hari ini di indonesia ada beberapa orang justru berpihak pada israel.,0
 konflik israel vs palestina itu perebutan wilayah semata bukanlah perang agama  tak ada kaitan dg agama  israel didukung as,0
 perang palestina dan israel ngasi kiamat ora rampung2. neh pabrik senjata kukot bos. biangane sek dadi korban org sipil sik radong opo2.,2
 konflik palestina masih berlanjut karena adanya organisasi teror yang menginginkan kekuasaan disana dengan jualan penderitaan rakyat dan agama islam,2
  hamas berhenti menyerang dan israel terus membangun pemukiman ilegal di tanah palestina dan selanjutnya diklaim sebagai milik mereka,0
 awal sejarah konflik palestina-israel adalah saat seorang pengemis gembel yang kedinginan dan kelaparan mengetuk rumah anda memohon makanan dan perlindungan dan setelah anda menolongnya anda di bunuh,2
 palestina vs israhell bullshit bisa di nego dengan jalur diplomatik... berpuluh tahun koar2 diplomatik tetep aja konflik berlanjut...  tetep aja...    ,2
 ya emang konflik di palestina itu emang bukan konflik agama. emang yg bilang agama siapa? palestina juga ga 100% muslim. tapikan di konflik palestina ini ada korban yg beragama muslim ya wajar dong,2
 israel melakukan pengusiran dan pembunuhan terhadap rakyat palestina sejak dulu. lalu hamas lahir sebgai perlawanan. ketika terjadi konflik dan hamas bertindak,0
 nah berarti konflik sampe sekarang itu emang didasari dari keserakahan israel,2
" bau bau aneh tercium dari pernyataan orang2 ""liberal celup""  tentang konflik palestina israel ....  mau bela israel tapi muter - muter kek gansing biar ngak ketahuan",2
 konflik palestina vs israel  sangat memilukan.dan kita bersyukur semua anak bangsa ini hiruk pikuk berempati. jauh berbeda dengan 4 petani miskin  yg dibunuh dengan kepala terpenggal di sudut nege,2
  haloooo.......konflik israel dan palestina itu internal sana. sodara sebangsa dan setanah air aja lagi berduka karna kejadian yg diposo kok pada diem. saya mah save poso aja la,0
 lagi rame konflik palestina-israel dan banyak yang menanyakan pbb dimana. bagi yg tertarik dgn cerita semacam itu dan bagaimana dunia bekerja,0
 konflik palestina-israel itu konflik nasionalisme dan bangsa bukan agama. catat bukan agama!!!,0
 soal konflik israel-palestina kita harus simpati pada rakyat palestina tapi kita juga harus tahu bahwa pimpinan hamas,1
   semua yang merasa dirinya bangsa palestina pasti ikut. karena roket dan peluru ga bisa milih. makanya ini bukan  konflik agama. tapi ga semua orang yahudi pro israel.  http,0
    ini gak ada hubungan dgn pemerintah.. tp kebanyakan rakyat indonesia pro dgn palestina krn palestina negara islam. mereka itu konflik sudah ribuan tahun lalu dan s,0
 aq pikir skrng kelompok islam moderat mengubah pandangannya konflik israel-palestina diselesaikan dg perundingan. gini lebih sering &amp; yg sekarang jg terjadi clash senjata muncul ketika diawali p,0
  konflik israel palestina adalah konflik sarat kepentingan politik dan ekonomi negara negara besar di kawasan.,0
" dulu  ada yang komen gini  ""israel sma palestina jangan damai dong kalo damai nanti kiamat!""  bitch wtf jadi lu mending milih ga kiamat dibanding kedamaian dunia? berapa banyak orang bakal mati",2
 kalian terlalu sibuk dengan isu konflik palestina israel dan turki sampai kalian lupa bahwa bangsamu sendiri yang kalian tinggali saat ini juga sedang konflik    ,2
  ini ibarat kutukan dari langit bagi palestina dan israel,2
 konflik israel-palestina bukanlah konflik yang mudah dijelaskan dan dipahami. tolonglah jangan mendadak merasa ahli hanya setelah baca artikel atau nonton video (yang belum tentu benar pulak!)  http,1
       cebong bipang...  jelas - jelas israel yang mengambil tanah palestina... baca sejarah palestina dan israel cebong bip,2
 turut berduka cita untuk konflik palestina dan israel.. semoga palestina dan israel bisa hidup dalam kedamaian.. dan semoga selalu terhindar dari segala pertikaian,1
 turut berduka cita untuk konflik palestina dan israel.. semoga palestina dan israel bisa hidup dalam kedamaian.. dan semoga selalu terhindar dari segala pertikaian,1
 konflik israel dan palestina kembali memuncah. bahkan sebuah apartemen di kota gaza yang diduga sebagai kantor pemimpin kelompok hamas hancur digempur serangan udara israel. bagaimana tanggapan dunia,0
 mereka berusaha arahkan opini publik bahwa palestina dan israel ini bukan masalah agama tapi hanya masalah politik.,0
 indonesia sebagai warga dunia dan menganut politik bebas aktif juga harus berinisiasi mengupayakan solusi damai yang berkeadilan atas konflik israel-palestina ini.    ,0
    bodoh yg mengatakan konflik palestina dan israel adalah konflik agama.,2
 capek semua timeline berisi palestina-israel dari kiri sampai kanan dan aku gabisa apa-apa cuman punya rasa syukur bahwa saya tidak hidup di daerah konflik  dan hanya bisa doa sepenuhnya untuk seba,2
  jgn mudah dibodohi dan diprovokasi. penddk palestina keturunan arab. penddk israel yahudi dan keturunan arab yg hidup damai. palestina ingin kuasai jerusalem di wilyh israel. kasus bu,0
  kalo msh menyakini konflik agama buktinya jg ribuan warga yahudi di israel turun kejalan menggelar aksi solidaritas untuk palestina. mereka mengecam serangan zionis israel terhadap ma,0
 konflik palestina - israel adlh konflik perebutan wilayah perbatasan yg dipolitisir menjadi konflik antar agama. kelompok yg melaksanakan politik identitas dgn isu agama diyakini bukan berjuang utk k,0
 konflik israel palestina ini cukup ruwet. narasi pembentukan dua negara adlh hal absurd. knp? salah satunya adlh mslh sumber daya alam. contoh : akses air menjadi masalah krusial dan konflik panjang,2
  katanya perang israel dan palestina pure konflik politik tapi kok realitanya si kubu pro hamas selalu bawa bawa keyakinan agamanya ? berarti konflik agama kan ini ?  ,2
   betul...palestina dan israel sama2 bandel gak damai2..padahal mereka satu keturunan(abrahamik),2
" bagaimana jika someday palestina kalah kemudian presiden palestina bilang ""ngalah aja yuk gabung israel cape cuy musuhnya bekingannya gede"" trus palestina ilang dan jadi negara israel yang isin",2
   padalan point palestina dan israel bukan hamas semata tapi sistem apertheid israel buat umat islam dan kristen disana. tapi org kek bgini biasanya mana paham apa itu aperthe,0
 ketika negara lain merayakan idul fitri dan masih sibuk dengan covid29. di palestina dan israel sedang berduka. dan berencana melalukan perang berskala penuh.. lindungillah hambamu yg tidak bersalah,0
 satu satunya yang pasti di konflik palestina dan israel adalah setiap warga sipil yang tidak berperang berhak hidup. selebihnya abu-abu dan pelangi.,0
  bedakan antara perang perebutan wilayah antar negara/bangsa dgn terorisme keagamaan yg dilakukan warga sipil utk menggulingkan pemerintah atau utk melenyapkan orang tidak seiman.  hanya oran,0
   bahkan tuhan saja sengaja membiarkan konflik israel vs palestina. pbb saja nggak sanggup,0
 kayaknya otak lu deh yang sungsang ngabalin. persoalan palestina vs israel bukan terkait masalah garis keturunan,2
  serangan israel ke palestina adalah kejahatan kemanusiaan. mereka yang mendukung israel adalah manusia bangsat!,2
    ayo coba ditelaah. kejadiannya selalu terulang. ada konflik sipil palestina vs militer israel. hamas lalu menembakkan roket ke israel. israel balas dengan serangan,0
 menurut gw soal palestina dan israel ini udah masuk ranah common sense. jadi kalo ada yg ngedebat (kenapa ngga milih perjuangin yg di sekitar lo dulu,0
 masalah palestina israel aja jadi cebong vs kadrun ya heran,2
"    oooo yaa ....  hampir lupa    negara  yang selalu  di vonis  ""kafir &amp; tidak percaya agama""  sudah duluan  ""berbuat""  utk  ""perda",0
 konflik serius israel vs palestina sudah berlangsung 73 th. mengapa dunia seolah tutup mata bahkan terkesan membiarkannya terus membesar &amp; memanas? sebab akar masalahnya bukan sekadar perebuta,0
   musuh palestina dan israel ya hamas.  israel,0
  konflik palestina dan israel bakal merembet ke negeri wakanda,2
   sebenarnya perang palestina vs israel itu kerjaan koruptor di indonesia supaya kita rakyat fokus ke peperangan bukan ribut,2
 kecurigaan tersebut sejalan dengan penggalangan dana melalui kampanye di media sosial dengan modus bantuan kemanusiaan untuk bencana alam,2
    masuk akal. ini yg sama-sama kita takutkan yaitu adanya kekeliruan mengenai palestina dan israel ini. apalagi akun tsb sudah berani memutuskan cepat kesimpulannya dgn men,0
 mengeksploitasi perang israel vs palestina adalah tindakan yg tidak bernalar dgn memakai kspi. buruh berhak berserikat sesuai uu no.21/2000. namun,1
 bosan gak sih tiap lebaran disuguhi perang palestina vs israel ? modusnya selalu sama. bisa gak sih kalian ngebacanya? gak menarik ceritanya selalu sama,2
 semoga perang palestina vs israel melebar kesemua negara arab,2
   selama yg palestina maunya israel musnah ga bakal ada solusi. dah berkali2 di mediasi. dah kalah perang dua kali. dan israel sudah melepas sebagian besar wilayah yg dimenang,0
   konflik terparah tahun ini israel vs palestina. sejarah panjang konflik negara palestina dengan kelompok org yg bernama israel hingga sampai hari kiamat. pasalnya,0
    serangan israel ke palestina adalah kesalahan hukum internasional dan moralitas dasar. dan itu harus segera diakhiri. kami ingin dunia bertindak sekarang. ,1
 haduhhh.... kapan ya indonesia... gara2 bipang dan yahudi pesek kita semua g bisa demonstrasi besar2an mengutuk serangan penjajah zionis israel ke palestina.,2
 isu palestina dan israel paling hot digoreng. aplg partai yg baru lahir. goreng terus bro..,2
 pasti tidak. karena tidak banyak yang tau kalau dalang semua permusuhan palestina dan israel sekarang ini adalah hamas.,0
 mantap  semoga tak ada lagi kekerasan yg terjadi antara palestina dan israel. dan perlu jg kita ingat teroris dan kkb di negara kita harus diruntaskan. kita jg berharap,1
      teori macam apa ini? yg jelas perang antara palestina dan israel akan terus abadi sampai nanti turun imam mahdi. termasuk,0
 nampak sudah siapa yang munafik diantara kaum muslimin dengan adanya perlawanan palestina vs israel ada sebagian yang berpihak pada zionis ada yang membela matin karna palestina. yang kasian itu y,0
 israel dan palestina bkn konflik agama,0
 wahai netijen akuilah palestina dan israel itu adalah konflik agama... emangnya agama gak bisa berkonflik??? enggak kan??,0
  bangsa palestina dan israel..! bukan islam dan yahudi..!  jd jgn bawa agama dlm hal ini..! bung karno bicara kemerdekaan bangsa palestina..! semua negara mengutuk perang..! kemerdekaan,0
  saya katakan palestina itu pemberontak yg ingin merdeka dan israel memoertahankan negaranya.,2
 dari dulu pbb ini setiap ada banyak protes masalah serangan israel ke gaza/palestina yg ngorbankan rakyat sipill..pbb bisanya kecam doank.. tapi tdk pernah ada tindakkan apa2 ke israel.,2
 perbatasan mesir -palestine (rafah) telah dibuka untuk menerima warga palestina yg terluka akibat bom serangan udara israel. mesir juga mengirimkan bantuan untuk palestina,0
 nitizen: tdk cukup coiii introspeksi. tp juga hrs berani belajar itu sejarah palestina dan israel. dan yg paling penting adalah jangan buat opini sendiri diluar historis yg terjadi. itu penyaki,1
  kok serangan udara zionis israel biadab ga minta dihentikan juga ?. gimana nih biden,2
 semoga saja dapat terselesaikan permasalahan palestina dan israel ciptakan kedamaian  ,1
 konflik israel dan palestina bukanlah persoalan agama. isu agama hanya untuk penggalangan dukungan politis saja. manusia indonesia harus mulai cerdasss mengenai hal ini,1
  palestina vs israel hanya allah yg akan menyelesaikannya...tiba saatnya itulah tanda akhir zaman sdh dekat...hanya berdoa semoga ketika imam mahdi muncul kita menjadi bagian dr pasukannya.,0
 kehancuran di gaza tidak beralasan. kita harus mendesak gencatan senjata segera. pembunuhan orang palestina dan israel harus diakhiri. kita juga harus mencermati hampir $4m setahun dalam bantuan militer,1
  israel adalah bangsa pilihan tuhan dan israel bukan berperang melawan rakyat palestina,2
 serangan israel ke palestina adalah kesalahan hukum internasional dan moralitas dasar. dan itu harus segera diakhiri. kami ingin dunia bertindak sekarang!  ,1
 permasalahan palestina - israel harus dilihat dari kacamata politik dan kemanusiaan dan tidak dilebarkan ke konflik kepentingan golongan tertentu,1
 menlu wang yi disini menawarkan menjadi mediator perundingan israel vs palestina di beijing. saya yakin pemerintah netanyahu tidak akan menerima tawaran china itu. israel saat ini hanya akan berundin,0
 mungkin ada juga yg berpikiran sempit seperti itu. oon juga sih kalo mengkaji konflik israel palestina sekarang ini pake kitab suci. konflik itu murni itu politik dan hukum. dukungan jelas dialama,2
 konflik israel-palestina selalu dikaitkan dg soal agama,2
 masalah mereka adalah masalah perebutan kekuasaan wilayah....  sejarah konflik palestina dan israel,0
 masalah mereka adalah masalah perebutan kekuasaan wilayah....  sejarah konflik palestina dan israel,0
 masalah mereka adalah masalah perebutan kekuasaan wilayah....  sejarah konflik palestina dan israel,0
  saya setuju karena israel dan palestina sama2 mendapatkan keuntungan dari konflik. bulan juli mendatang amerika mensyahkan rapbn mereka yg didalamnya terdapat bantuan untuk israel dan pale,0
 sepertinya konflik terakhir direncanakan agar pemilu batal/ditunda. kawatir hamas akan menang lagi. pemerintah palestina sekarang adlh gabungan hamas dan fatah yg d,0
 melihat konflik palestina-israel dengan perspektif konflik hanya akan memperluas peta konflik,2
 isis kemana ya di konflik israel palestina? hehehehe  that one fact alone should make you realize that there are something shady going there,2
 konflik israel palestina diperburuk oleh agama.  dalam islam,2
 ide yg bagus sih tapi apa mungkin konflik israel palestina itu proyek para sontoloyo.. ,2
 apakah yg kita bnyk percaya soal israel-palestina juga mitos?   mitos-mitos konflik palestina dan israel yang berusia 100 tahun  klik untuk baca:  ,2
"  anda secara tak langsung telah merendahkan perjuangan rakyat palestina puluhan tahun dgn menyebut konflik saat ini dipicu oleh pihak palestina dan juga menyebut adanya ""budaya"" di kal",1
   dan hingga hari ini hanya palestina satu2nya negara yang masih dijajah. dan satu2nya negara didunia ini yang masih menjajah adalah israel. dan israel adalah satu2nya negara yg,0
  patut di sesalkan negara negara arab tidak proaktif mencegah serangan israel ke palestina.,2
 ada benarnya sebagian org berpendapat bahwa konflik israel palestina sampai kiamat ga akan pernah selesai,0
 konflik palestina dengan israel terorist kok ga direcokin isis yaa  apa isis nya itu israel ????,2
   urusan palestina dan israel soal tanah... tanah yg dirampok oleh pengungsi zionis biadab. bukan soal agama. soal zionis yang menguasai tanah org lain. titik,2
 10.  mengutuk keras serangan brutal &amp; sistematis penjajah israel ke rakyat palestina,2
      mengungkap fakta bahwa hamas itu bentukan im dan israel nggak serta merta jadi disimpulkan mereka belain israel,0
  harus ada penyelesaian yang permanen antara  palestina dan israel ini..agar tidak selalu terulang  ,1
 konflik perbatasan palestina-israel dihadirkan dengan narasi ringan namun memberikan pengalaman depresif yang kuat.   ,0
     gak ada yg suka perang atau penjajahan.... apa pun yg terjadi antara palestina dan israel.... patut kita sesali.......,0
  israel terorist itu fakta nyata,2
 banyak yang memandang perang/konflik antara hamas dan israel,0
 palestina dan israel bukan masalah baru di dunia ini.  yang baru adalah masalah covid.  israel ada pemimpinnya palestina ada pemimpinnya  indonesia ada pemimpinnya  apa kata pemimpinnya,2
 gemana drun?  pemerintah china mengundang para pihak dari palestina dan israel untuk berunding di china!  undangan ini datang di tengah eskalasi serangan antara israel dan palestina di jalur gaza,2
 dibalik peristiwa saling serang palestina dan israel ujungnya cuma 1. kadrun minta2 sumbangan,2
 sungguh... konflik palestina dan israel sangat menguras energi. tiada cara lagi untuk bisa menangani hal tsb kecuali dengan menunggu kedatangan imam mahdi,2
 konflik palestina dan israel yang semakin tajam membuat sejumlah figur publik dan selebriti dunia ikutan angkat suara,2
 konflik palestina dan israel bukan sebagai hanya sekedar terlihat sebagai konflik agama,0
 perbandingan bangsa palestina dan israel takkan pernah bisa terjadi karena keduanya pada posisi yang bertentangan: bangsa terjajah dan negara penjajah di sebuah zaman yang hidup dengan kemajuan tekn,0
    saya setuju.. israel nabi ya'qub dulu dan israel sekarang berbeda.. dan yang saat ini menetap disana dan memegang kekuasaan adalah yahudi sesat .. semoga sauda,0
  lebih tepatnya serangan brutal hamas ke israel.  akibatnya wilayah palestina makin dicaplok.  bodo gak habis-habis.        ,2
 konflik antara israel dengan palestina ikut membayangi ekonomi indonesia. indonesia bisa terkena dampak tidak langsung dari konflik kedua negara.  ,0
 melihat konflik israel-palestina dari sudut pandang berbeda beserta kompleksitas konflik kepentingan di balik upaya pendamaiannya.   ,0
  harusnya ada salah satu negara yang melakukan serangan ke israel untuk membantu palestina...pasti muncul secara spontan sebagai bentuk solidaritas...sayangnya masing-masing negara i,0
   bukan masalah bela israel tapi kenapa hukum berat sebelah dan seakan dikendalikan mayoritas. kalo mau adil baik yg menghina palestina dan israel di tangkap. well,0
  sikap indonesia cukup jelas sebenarnya mendukung kedua negara untuk berhenti saling menyerang dan memaksa palestina dan israel untuk mengakui kedaulatan negara masing2.. sygnya hamas tr,1
 konflik saat ini karena israel dikuasai garis keras tapi israel,0
 yahudi itu udah dikutuk tuhan. banyak negara yang mengutuk serangan israel ke palestina gak akan ngaruh lah.  ,2
 yahudi itu udah dikutuk tuhan. banyak negara yang mengutuk serangan israel ke palestina gak akan ngaruh lah.  ,2
 sudahlah masalah palestina dan israel masalah di negeri ini aja masih belum selesai sampai ke akarnya,2
 semoga situasi segera membaik di palestina dan juga daerah2 yg ada konflik perebutan lahan,0
   ya jgn cuma begitu viral kayak lebay banget. kalo dia peduli humanity seharus dia ga cuma menyuarakan konflik palestina-israel doang tapi yg lain juga. ada ga dia menyuarakan k,2
 karena rumit ga ketulungan jadi ku cover hal basic-nya aja  intinya bab ini berbicara tentang konflik palestina-israel dan posisi as di perseteruan tersebut. ujung-ujungnya tidak terjadi kesepak,0
   resolusi pbb yang bisa menghentikan konflik israel palestina.  itu solusi jika tidak ingin perang terus terjadi.  benjamin setahuku itu gak punya hati nurani.. udah dikasih,0
  pbb sebenarnya gak guna dilihat dari konflik di palestina pbb itu gak ngaruh ke israel.,2
  saat ini yg perang hamas vs israel dimana hamas yg direstui rakyat palestina menolak israel. seakan2 kemerdekaan palestina direbut padahal israel merdeka 1948 &amp; palestina 1988. berharap,0
 ketika ditarik ke masalah agama...  maka yg paling bingung adalah umat yahudi di palestina dan umat muslim di israel...  lebih enak kalau nyebutnya konflik agraria...  ,0
   ketahuan bodohnya bani bipang......konflik israel - palestina itu konflik politik bukan agama......coba berhenti bkin bias dgn ngasih judul2 mancing gtu.......malah d katain b,2
 konflik israel dan hamas palestina semakin meningkat.  pihak luar jangan jadi provokator meruncing keadaan.  semua otoritas kebijakan negara &amp; pbb hrs berupaya mengendalikan agar tdk semakin melua,0
 konflik israel dan hamas palestina semakin meningkat.  pihak luar jangan jadi provokator meruncing keadaan.  semua otoritas kebijakan negara &amp; pbb hrs berupaya mengendalikan agar tdk semakin melua,0
  nah itu jadi pointnya adalah hamas itu musuh rakyat palestina dan israel  itu yang harus di salahkan pembuat keributannya,2
  entahlah isu apalagi yg akan dimainkan oleh hamas dan israel ini. karena kalau ada kekacauan pasti buka hamas dan israel tapi palestina. yang kena islam lg.. yahudi lagi... mirisnya,0
 konflik berulang terjadi antara israel dan palestina. perserikatan bangsa-bangsa menyerukan gencatan senjata dan kembali ke solusi dua negara.   ,0
 bangsa indonesia wajib mendukung palestina,0
 sengketa berkepanjangan palestina dan israel sudah seperti film perang horor yang diputar berulang-ulang.   ,2
 konflik palestina dan israel itu tak ubahnya seperti konflik cebong dan kadrun,2
 konflik palestina dan israel itu tak ubahnya seperti konflik cebong dan kadrun,2
 sampai saat ini palestina tidak di akui oleh pbb sebagai sebuah negara. tetapi setiap terjadi konflik plstina vs israel,0
  sampai saat ini palestina tidak di akui oleh pbb sebagai sebuah negara. tetapi setiap terjadi konflik palestina vs israel,0
